ORDERS|1|0|0|0|0|Clerk#000000951|nstructions sleep furiously among|0|0|37|0|0|0|0|0|0|0|0|19960102|1|5-LOW|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|131251.81|0
ORDERS|1|0|0|0|0|Clerk#000000880| foxes. pending accounts at the pending, silent asymptot|0|0|79|0|0|0|0|0|0|0|0|19961201|2|1-URGENT|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40183.29|0
ORDERS|1|0|0|0|0|Clerk#000000955|sly final accounts boost. carefully regular ideas cajole carefully. depos|0|0|124|0|0|0|0|0|0|0|0|19931014|3|5-LOW|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|160882.76|0
ORDERS|1|0|0|0|0|Clerk#000000124|sits. slyly regular warthogs cajole. regular, regular theodolites acro|0|0|137|0|0|0|0|0|0|0|0|19951011|4|5-LOW|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31084.79|0
ORDERS|1|0|0|0|0|Clerk#000000925|quickly. bold deposits sleep slyly. packages use slyly|0|0|46|0|0|0|0|0|0|0|0|19940730|5|5-LOW|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|86615.25|0
ORDERS|1|0|0|0|0|Clerk#000000058|ggle. special, final requests are against the furiously specia|0|0|56|0|0|0|0|0|0|0|0|19920221|6|4-NOT SPECIFIED|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36468.55|0
ORDERS|1|0|0|0|0|Clerk#000000470|ly special requests|0|0|40|0|0|0|0|0|0|0|0|19960110|7|2-HIGH|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|171488.73|0
ORDERS|1|0|0|0|0|Clerk#000000616|ise blithely bold, regular requests. quickly unusual dep|0|0|131|0|0|0|0|0|0|0|0|19950716|32|2-HIGH|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|116923|0
ORDERS|1|0|0|0|0|Clerk#000000409|uriously. furiously final request|0|0|67|0|0|0|0|0|0|0|0|19931027|33|3-MEDIUM|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|99798.76|0
ORDERS|1|0|0|0|0|Clerk#000000223|ly final packages. fluffily final deposits wake blithely ideas. spe|0|0|62|0|0|0|0|0|0|0|0|19980721|34|3-MEDIUM|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|41670.02|0
ORDERS|1|0|0|0|0|Clerk#000000259|zzle. carefully enticing deposits nag furio|0|0|128|0|0|0|0|0|0|0|0|19951023|35|4-NOT SPECIFIED|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|148789.52|0
ORDERS|1|0|0|0|0|Clerk#000000358| quick packages are blithely. slyly silent accounts wake qu|0|0|116|0|0|0|0|0|0|0|0|19951103|36|1-URGENT|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|38988.98|0
ORDERS|1|0|0|0|0|Clerk#000000456|kly regular pinto beans. carefully unusual waters cajole never|0|0|88|0|0|0|0|0|0|0|0|19920603|37|3-MEDIUM|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|113701.89|0
ORDERS|1|0|0|0|0|Clerk#000000604|haggle blithely. furiously express ideas haggle blithely furiously regular re|0|0|125|0|0|0|0|0|0|0|0|19960821|38|4-NOT SPECIFIED|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|46366.56|0
ORDERS|1|0|0|0|0|Clerk#000000659|ole express, ironic requests: ir|0|0|82|0|0|0|0|0|0|0|0|19960920|39|3-MEDIUM|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|219707.84|0
ORDERS|1|0|0|0|0|Clerk#000000661|wake fluffily. sometimes ironic pinto beans about the dolphin|0|0|34|0|0|0|0|0|0|0|0|19940716|64|3-MEDIUM|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20065.73|0
ORDERS|1|0|0|0|0|Clerk#000000632|ular requests are blithely pending orbits-- even requests against the deposit|0|0|17|0|0|0|0|0|0|0|0|19950318|65|1-URGENT|P|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65883.92|0
ORDERS|1|0|0|0|0|Clerk#000000743|y pending requests integrate|0|0|130|0|0|0|0|0|0|0|0|19940120|66|5-LOW|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|79258.24|0
ORDERS|1|0|0|0|0|Clerk#000000547|symptotes haggle slyly around the furiously iron|0|0|58|0|0|0|0|0|0|0|0|19961219|67|4-NOT SPECIFIED|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|116227.05|0
ORDERS|1|0|0|0|0|Clerk#000000440| pinto beans sleep carefully. blithely ironic deposits haggle furiously acro|0|0|29|0|0|0|0|0|0|0|0|19980418|68|3-MEDIUM|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|215135.72|0
CUSTOMER|1|711.56|IVhzIApeRb ot,c,E|0|0|0|to the even, regular platelets. regular, ironic epitaphs nag e|0|0|1|0|0|0|0|0|BUILDING|Customer#000000001|15|0|0|0|0|0|25-989-741-2988|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|121.65|XSTf4,NCwDVaWNe6tEgvwfmRchLXak|0|0|0|l accounts. blithely ironic theodolites integrate boldly: caref|0|0|2|0|0|0|0|0|AUTOMOBILE|Customer#000000002|13|0|0|0|0|0|23-768-687-3665|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|7498.12|MG9kdTD2WBHm|0|0|0| deposits eat slyly ironic, even instructions. express foxes detect slyly. blithely even accounts abov|0|0|3|0|0|0|0|0|AUTOMOBILE|Customer#000000003|1|0|0|0|0|0|11-719-748-3364|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|2866.83|XxVSJsLAGtn|0|0|0| requests. final, regular ideas sleep final accou|0|0|4|0|0|0|0|0|MACHINERY|Customer#000000004|4|0|0|0|0|0|14-128-190-5944|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|794.47|KvpyuHCplrB84WgAiGV6sYpZq7Tj|0|0|0|n accounts will have to unwind. foxes cajole accor|0|0|5|0|0|0|0|0|HOUSEHOLD|Customer#000000005|3|0|0|0|0|0|13-750-942-6364|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|7638.57|sKZz0CsnMD7mp4Xd0YrBvx,LREYKUWAh yVn|0|0|0|tions. even deposits boost according to the slyly bold packages. final accounts cajole requests. furious|0|0|6|0|0|0|0|0|AUTOMOBILE|Customer#000000006|20|0|0|0|0|0|30-114-968-4951|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|9561.95|TcGe5gaZNgVePxU5kRrvXBfkasDTea|0|0|0|ainst the ironic, express theodolites. express, even pinto beans among the exp|0|0|7|0|0|0|0|0|AUTOMOBILE|Customer#000000007|18|0|0|0|0|0|28-190-982-9759|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|6819.74|I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5|0|0|0|among the slyly regular theodolites kindle blithely courts. carefully even theodolites haggle slyly along the ide|0|0|8|0|0|0|0|0|BUILDING|Customer#000000008|17|0|0|0|0|0|27-147-574-9335|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|8324.07|xKiAFTjUsCuxfeleNqefumTrjS|0|0|0|r theodolites according to the requests wake thinly excuses: pending requests haggle furiousl|0|0|9|0|0|0|0|0|FURNITURE|Customer#000000009|8|0|0|0|0|0|18-338-906-3675|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
CUSTOMER|1|2753.54|6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2|0|0|0|es regular deposits haggle. fur|0|0|10|0|0|0|0|0|HOUSEHOLD|Customer#000000010|5|0|0|0|0|0|15-741-346-9870|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
ORDERS|1|0|0|0|0|Clerk#000000330| depths atop the slyly thin deposits detect among the furiously silent accou|0|0|85|0|0|0|0|0|0|0|0|19940604|69|4-NOT SPECIFIED|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|162176.23|0
ORDERS|1|0|0|0|0|Clerk#000000322| carefully ironic request|0|0|65|0|0|0|0|0|0|0|0|19931218|70|5-LOW|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|84651.8|0
ORDERS|1|0|0|0|0|Clerk#000000271| express deposits along the blithely regul|0|0|4|0|0|0|0|0|0|0|0|19980124|71|4-NOT SPECIFIED|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|178821.73|0
